order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_net_amount,line_vat_amount,promotion_id
OI0002094,ORD000441,P0061,1,2.6,0.0,2.6,0.52,
OI0002095,ORD000441,P0023,2,1.6,0.0,3.2,0.0,
OI0002096,ORD000441,P0057,1,6.5,0.0,6.5,1.3,
OI0002097,ORD000441,P0022,2,2.75,0.0,5.5,0.0,
OI0002098,ORD000441,P0021,3,1.9,0.0,5.7,0.0,
OI0002099,ORD000441,P0043,1,1.2,0.0,1.2,0.0,
OI0002100,ORD000442,P0050,1,1.5,0.0,1.5,0.3,
OI0002101,ORD000442,P0042,1,2.0,0.2,1.8,0.0,PROMO001
OI0002102,ORD000442,P0051,2,2.1,0.0,4.2,0.84,
OI0002103,ORD000443,P0019,4,3.2,0.0,12.8,0.0,
OI0002104,ORD000443,P0020,1,2.6,0.0,2.6,0.0,
OI0002105,ORD000443,P0056,1,1.8,0.0,1.8,0.36,
OI0002106,ORD000443,P0045,1,3.0,0.0,3.0,0.6,
OI0002107,ORD000443,P0010,4,1.1,0.0,4.4,0.0,
OI0002108,ORD000444,P0045,2,3.0,0.0,6.0,1.2,
OI0002109,ORD000444,P0052,1,0.9,0.0,0.9,0.18,
OI0002110,ORD000444,P0057,1,6.5,0.0,6.5,1.3,
OI0002111,ORD000444,P0009,1,3.0,0.0,3.0,0.0,
OI0002112,ORD000444,P0030,6,1.7,0.0,10.2,0.0,
OI0002113,ORD000445,P0010,1,1.1,0.0,1.1,0.0,
OI0002114,ORD000446,P0031,2,2.6,0.0,5.2,0.0,
OI0002115,ORD000446,P0013,1,3.8,0.0,3.8,0.0,
OI0002116,ORD000446,P0065,5,2.0,0.0,10.0,2.0,
OI0002117,ORD000446,P0041,2,2.4,0.0,4.8,0.0,
OI0002118,ORD000446,P0062,1,3.2,0.0,3.2,0.64,
OI0002119,ORD000446,P0050,1,1.5,0.0,1.5,0.3,
OI0002120,ORD000446,P0064,1,1.5,0.0,1.5,0.3,
OI0002121,ORD000446,P0018,1,1.2,0.0,1.2,0.0,
OI0002122,ORD000447,P0029,3,6.0,0.0,18.0,0.0,
OI0002123,ORD000447,P0008,4,2.1,0.0,8.4,0.0,
OI0002124,ORD000447,P0055,3,3.2,0.0,9.6,1.92,
OI0002125,ORD000448,P0007,1,0.95,0.0,0.95,0.0,
OI0002126,ORD000448,P0057,2,6.5,0.0,13.0,2.6,
OI0002127,ORD000448,P0015,4,2.4,0.0,9.6,0.0,
OI0002128,ORD000448,P0045,1,3.0,0.0,3.0,0.6,
OI0002129,ORD000449,P0052,6,0.9,0.0,5.4,1.08,
OI0002130,ORD000449,P0066,1,2.6,0.0,2.6,0.52,
OI0002131,ORD000449,P0041,2,2.4,0.48,4.32,0.0,PROMO001
OI0002132,ORD000449,P0006,2,1.5,0.0,3.0,0.0,
OI0002133,ORD000449,P0045,6,3.0,0.0,18.0,3.6,
OI0002134,ORD000449,P0053,1,1.2,0.0,1.2,0.24,
OI0002135,ORD000449,P0026,1,7.2,0.0,7.2,0.0,
OI0002136,ORD000449,P0051,2,2.1,0.0,4.2,0.84,
OI0002137,ORD000449,P0030,4,1.7,0.0,6.8,0.0,
OI0002138,ORD000450,P0057,1,6.5,0.0,6.5,1.3,
OI0002139,ORD000450,P0058,3,5.2,0.0,15.6,3.12,
OI0002140,ORD000450,P0009,1,3.0,0.0,3.0,0.0,
OI0002141,ORD000450,P0048,1,4.8,0.0,4.8,0.96,
OI0002142,ORD000451,P0044,1,1.1,0.0,1.1,0.0,
OI0002143,ORD000451,P0047,2,1.85,0.0,3.7,0.74,
OI0002144,ORD000452,P0040,1,3.0,0.0,3.0,0.0,
OI0002145,ORD000452,P0014,1,2.2,0.0,2.2,0.0,
OI0002146,ORD000452,P0061,1,2.6,0.0,2.6,0.52,
OI0002147,ORD000452,P0029,1,6.0,0.0,6.0,0.0,
OI0002148,ORD000453,P0022,1,2.75,0.0,2.75,0.0,
OI0002149,ORD000453,P0021,4,1.9,0.0,7.6,0.0,
OI0002150,ORD000453,P0063,1,1.8,0.0,1.8,0.36,
OI0002151,ORD000453,P0004,1,1.1,0.17,0.94,0.0,PROMO002
OI0002152,ORD000453,P0061,2,2.6,0.0,5.2,1.04,
OI0002153,ORD000453,P0025,1,4.8,0.0,4.8,0.0,
OI0002154,ORD000453,P0066,1,2.6,0.0,2.6,0.52,
OI0002155,ORD000454,P0019,1,3.2,0.0,3.2,0.0,
OI0002156,ORD000454,P0038,3,0.85,0.0,2.55,0.0,
OI0002157,ORD000454,P0032,3,3.5,0.0,10.5,0.0,
OI0002158,ORD000454,P0035,3,0.95,0.0,2.85,0.0,
OI0002159,ORD000454,P0021,2,1.9,0.0,3.8,0.0,
OI0002160,ORD000454,P0042,3,2.0,0.0,6.0,0.0,
OI0002161,ORD000454,P0013,4,3.8,0.0,15.2,0.0,
OI0002162,ORD000454,P0020,1,2.6,0.0,2.6,0.0,
OI0002163,ORD000455,P0035,2,0.95,0.0,1.9,0.0,
OI0002164,ORD000455,P0058,1,5.2,0.0,5.2,1.04,
OI0002165,ORD000455,P0040,3,3.0,0.0,9.0,0.0,
OI0002166,ORD000455,P0032,1,3.5,0.0,3.5,0.0,
OI0002167,ORD000455,P0038,2,0.85,0.0,1.7,0.0,
OI0002168,ORD000455,P0044,1,1.1,0.0,1.1,0.0,
OI0002169,ORD000455,P0036,1,2.2,0.0,2.2,0.0,
OI0002170,ORD000456,P0012,1,3.2,0.0,3.2,0.0,
OI0002171,ORD000456,P0005,1,2.0,0.0,2.0,0.0,
OI0002172,ORD000456,P0032,1,3.5,0.0,3.5,0.0,
OI0002173,ORD000456,P0046,1,1.9,0.0,1.9,0.38,
OI0002174,ORD000456,P0037,4,0.75,0.0,3.0,0.0,
OI0002175,ORD000457,P0004,2,1.1,0.0,2.2,0.0,
OI0002176,ORD000457,P0018,1,1.2,0.0,1.2,0.0,
OI0002177,ORD000457,P0006,1,1.5,0.0,1.5,0.0,
OI0002178,ORD000458,P0034,1,1.8,0.0,1.8,0.0,
OI0002179,ORD000458,P0047,3,1.85,0.0,5.55,1.11,
OI0002180,ORD000458,P0035,1,0.95,0.0,0.95,0.0,
OI0002181,ORD000459,P0043,3,1.2,0.0,3.6,0.0,
OI0002182,ORD000459,P0045,3,3.0,0.0,9.0,1.8,
OI0002183,ORD000459,P0012,1,3.2,0.0,3.2,0.0,
OI0002184,ORD000459,P0011,1,1.85,0.0,1.85,0.0,
OI0002185,ORD000459,P0013,2,3.8,0.0,7.6,0.0,
OI0002186,ORD000459,P0035,2,0.95,0.0,1.9,0.0,
OI0002187,ORD000459,P0006,4,1.5,0.0,6.0,0.0,
OI0002188,ORD000460,P0042,1,2.0,0.0,2.0,0.0,
OI0002189,ORD000460,P0063,1,1.8,0.0,1.8,0.36,
OI0002190,ORD000460,P0062,1,3.2,0.0,3.2,0.64,
OI0002191,ORD000460,P0051,4,2.1,0.0,8.4,1.68,
OI0002192,ORD000460,P0052,4,0.9,0.0,3.6,0.72,
OI0002193,ORD000460,P0006,1,1.5,0.0,1.5,0.0,
OI0002194,ORD000461,P0053,1,1.2,0.0,1.2,0.24,
OI0002195,ORD000461,P0048,2,4.8,0.0,9.6,1.92,
OI0002196,ORD000461,P0044,2,1.1,0.0,2.2,0.0,
OI0002197,ORD000461,P0041,1,2.4,0.0,2.4,0.0,
OI0002198,ORD000461,P0062,1,3.2,0.0,3.2,0.64,
OI0002199,ORD000461,P0022,1,2.75,0.0,2.75,0.0,
OI0002200,ORD000461,P0051,3,2.1,0.0,6.3,1.26,
OI0002201,ORD000461,P0008,3,2.1,0.0,6.3,0.0,
OI0002202,ORD000462,P0055,1,3.2,0.0,3.2,0.64,
OI0002203,ORD000462,P0007,1,0.95,0.0,0.95,0.0,
OI0002204,ORD000462,P0028,3,2.3,0.0,6.9,0.0,
OI0002205,ORD000462,P0044,2,1.1,0.0,2.2,0.0,
OI0002206,ORD000462,P0024,1,6.2,0.0,6.2,0.0,
OI0002207,ORD000463,P0035,1,0.95,0.1,0.85,0.0,PROMO001
OI0002208,ORD000463,P0017,2,1.3,0.0,2.6,0.0,
OI0002209,ORD000463,P0057,1,6.5,0.0,6.5,1.3,
OI0002210,ORD000464,P0006,2,1.5,0.0,3.0,0.0,
OI0002211,ORD000464,P0030,2,1.7,0.0,3.4,0.0,
OI0002212,ORD000464,P0025,1,4.8,0.0,4.8,0.0,
OI0002213,ORD000464,P0014,4,2.2,0.0,8.8,0.0,
OI0002214,ORD000464,P0020,4,2.6,0.0,10.4,0.0,
OI0002215,ORD000464,P0029,2,6.0,0.0,12.0,0.0,
OI0002216,ORD000464,P0061,5,2.6,0.0,13.0,2.6,
OI0002217,ORD000464,P0024,5,6.2,0.0,31.0,0.0,
OI0002218,ORD000465,P0017,2,1.3,0.0,2.6,0.0,
OI0002219,ORD000465,P0032,2,3.5,0.0,7.0,0.0,
OI0002220,ORD000465,P0054,2,1.7,0.0,3.4,0.68,
OI0002221,ORD000465,P0018,1,1.2,0.0,1.2,0.0,
OI0002222,ORD000465,P0041,1,2.4,0.0,2.4,0.0,
OI0002223,ORD000465,P0038,1,0.85,0.0,0.85,0.0,
OI0002224,ORD000465,P0011,1,1.85,0.0,1.85,0.0,
OI0002225,ORD000465,P0030,1,1.7,0.0,1.7,0.0,
OI0002226,ORD000465,P0022,1,2.75,0.0,2.75,0.0,
OI0002227,ORD000466,P0026,2,7.2,1.44,12.96,0.0,PROMO004
OI0002228,ORD000466,P0028,1,2.3,0.23,2.07,0.0,PROMO004
OI0002229,ORD000466,P0046,2,1.9,0.0,3.8,0.76,
OI0002230,ORD000466,P0065,2,2.0,0.0,4.0,0.8,
OI0002231,ORD000466,P0040,1,3.0,0.0,3.0,0.0,
OI0002232,ORD000466,P0064,2,1.5,0.0,3.0,0.6,
OI0002233,ORD000466,P0019,2,3.2,0.0,6.4,0.0,
OI0002234,ORD000466,P0012,1,3.2,0.0,3.2,0.0,
OI0002235,ORD000466,P0010,1,1.1,0.0,1.1,0.0,
OI0002236,ORD000466,P0041,2,2.4,0.0,4.8,0.0,
OI0002237,ORD000467,P0013,3,3.8,0.0,11.4,0.0,
OI0002238,ORD000467,P0031,1,2.6,0.0,2.6,0.0,
OI0002239,ORD000467,P0004,3,1.1,0.0,3.3,0.0,
OI0002240,ORD000467,P0039,1,5.5,0.0,5.5,0.0,
OI0002241,ORD000467,P0030,3,1.7,0.0,5.1,0.0,
OI0002242,ORD000468,P0012,1,3.2,0.0,3.2,0.0,
OI0002243,ORD000469,P0052,3,0.9,0.0,2.7,0.54,
OI0002244,ORD000469,P0042,3,2.0,0.0,6.0,0.0,
OI0002245,ORD000469,P0062,3,3.2,0.0,9.6,1.92,
OI0002246,ORD000469,P0047,1,1.85,0.0,1.85,0.37,
OI0002247,ORD000470,P0004,1,1.1,0.0,1.1,0.0,
OI0002248,ORD000470,P0058,1,5.2,0.0,5.2,1.04,
OI0002249,ORD000470,P0060,4,2.2,0.0,8.8,1.76,
OI0002250,ORD000470,P0066,5,2.6,0.0,13.0,2.6,
OI0002251,ORD000470,P0005,2,2.0,0.0,4.0,0.0,
OI0002252,ORD000470,P0036,1,2.2,0.0,2.2,0.0,
OI0002253,ORD000471,P0029,2,6.0,0.0,12.0,0.0,
OI0002254,ORD000472,P0032,6,3.5,0.0,21.0,0.0,
OI0002255,ORD000472,P0066,1,2.6,0.0,2.6,0.52,
OI0002256,ORD000472,P0054,5,1.7,0.0,8.5,1.7,
OI0002257,ORD000472,P0060,1,2.2,0.0,2.2,0.44,
OI0002258,ORD000473,P0019,2,3.2,0.0,6.4,0.0,
OI0002259,ORD000473,P0017,1,1.3,0.0,1.3,0.0,
OI0002260,ORD000473,P0052,2,0.9,0.0,1.8,0.36,
OI0002261,ORD000473,P0009,1,3.0,0.0,3.0,0.0,
OI0002262,ORD000473,P0038,3,0.85,0.0,2.55,0.0,
OI0002263,ORD000473,P0014,2,2.2,0.0,4.4,0.0,
OI0002264,ORD000474,P0028,2,2.3,0.0,4.6,0.0,
OI0002265,ORD000474,P0043,1,1.2,0.0,1.2,0.0,
OI0002266,ORD000474,P0052,5,0.9,0.0,4.5,0.9,
OI0002267,ORD000474,P0060,1,2.2,0.0,2.2,0.44,
OI0002268,ORD000474,P0015,1,2.4,0.0,2.4,0.0,
OI0002269,ORD000475,P0056,1,1.8,0.0,1.8,0.36,
OI0002270,ORD000475,P0060,1,2.2,0.0,2.2,0.44,
OI0002271,ORD000475,P0050,1,1.5,0.0,1.5,0.3,
OI0002272,ORD000475,P0066,2,2.6,0.0,5.2,1.04,
OI0002273,ORD000475,P0032,1,3.5,0.0,3.5,0.0,
OI0002274,ORD000475,P0058,3,5.2,0.0,15.6,3.12,
OI0002275,ORD000475,P0004,2,1.1,0.0,2.2,0.0,
OI0002276,ORD000475,P0015,1,2.4,0.0,2.4,0.0,
OI0002277,ORD000476,P0028,2,2.3,0.0,4.6,0.0,
OI0002278,ORD000476,P0040,6,3.0,0.0,18.0,0.0,
OI0002279,ORD000476,P0047,1,1.85,0.0,1.85,0.37,
OI0002280,ORD000476,P0030,3,1.7,0.0,5.1,0.0,
OI0002281,ORD000476,P0051,1,2.1,0.0,2.1,0.42,
OI0002282,ORD000476,P0010,1,1.1,0.0,1.1,0.0,
OI0002283,ORD000477,P0035,4,0.95,0.0,3.8,0.0,
OI0002284,ORD000477,P0055,1,3.2,0.0,3.2,0.64,
OI0002285,ORD000477,P0018,1,1.2,0.0,1.2,0.0,
OI0002286,ORD000478,P0028,1,2.3,0.0,2.3,0.0,
OI0002287,ORD000478,P0014,1,2.2,0.0,2.2,0.0,
OI0002288,ORD000478,P0051,1,2.1,0.0,2.1,0.42,
OI0002289,ORD000478,P0005,2,2.0,0.0,4.0,0.0,
OI0002290,ORD000478,P0029,1,6.0,0.0,6.0,0.0,
OI0002291,ORD000479,P0046,2,1.9,0.0,3.8,0.76,
OI0002292,ORD000479,P0023,2,1.6,0.0,3.2,0.0,
OI0002293,ORD000479,P0040,3,3.0,0.0,9.0,0.0,
OI0002294,ORD000479,P0030,2,1.7,0.0,3.4,0.0,
OI0002295,ORD000479,P0025,1,4.8,0.0,4.8,0.0,
OI0002296,ORD000479,P0008,1,2.1,0.0,2.1,0.0,
OI0002297,ORD000480,P0032,1,3.5,0.0,3.5,0.0,
OI0002298,ORD000480,P0044,3,1.1,0.0,3.3,0.0,
OI0002299,ORD000480,P0040,2,3.0,0.0,6.0,0.0,
OI0002300,ORD000481,P0056,1,1.8,0.0,1.8,0.36,
OI0002301,ORD000481,P0026,2,7.2,0.0,14.4,0.0,
OI0002302,ORD000481,P0032,4,3.5,0.0,14.0,0.0,
OI0002303,ORD000482,P0006,2,1.5,0.0,3.0,0.0,
OI0002304,ORD000482,P0040,2,3.0,0.0,6.0,0.0,
OI0002305,ORD000482,P0029,1,6.0,0.0,6.0,0.0,
OI0002306,ORD000482,P0022,2,2.75,0.66,4.84,0.0,PROMO003
OI0002307,ORD000482,P0054,1,1.7,0.0,1.7,0.34,
OI0002308,ORD000482,P0024,1,6.2,0.0,6.2,0.0,
OI0002309,ORD000482,P0036,2,2.2,0.0,4.4,0.0,
OI0002310,ORD000482,P0064,1,1.5,0.0,1.5,0.3,
OI0002311,ORD000483,P0029,2,6.0,1.2,10.8,0.0,PROMO004
OI0002312,ORD000483,P0016,2,2.0,0.0,4.0,0.0,
OI0002313,ORD000483,P0053,6,1.2,0.0,7.2,1.44,
OI0002314,ORD000483,P0030,1,1.7,0.0,1.7,0.0,
OI0002315,ORD000483,P0064,2,1.5,0.0,3.0,0.6,
OI0002316,ORD000483,P0017,1,1.3,0.0,1.3,0.0,
OI0002317,ORD000483,P0039,1,5.5,0.0,5.5,0.0,
OI0002318,ORD000483,P0055,2,3.2,0.0,6.4,1.28,
OI0002319,ORD000484,P0005,2,2.0,0.0,4.0,0.0,
OI0002320,ORD000484,P0030,1,1.7,0.0,1.7,0.0,
OI0002321,ORD000484,P0057,1,6.5,0.0,6.5,1.3,
OI0002322,ORD000484,P0042,1,2.0,0.0,2.0,0.0,
OI0002323,ORD000484,P0037,1,0.75,0.0,0.75,0.0,
OI0002324,ORD000484,P0029,2,6.0,0.0,12.0,0.0,
OI0002325,ORD000484,P0018,1,1.2,0.0,1.2,0.0,
OI0002326,ORD000485,P0014,1,2.2,0.0,2.2,0.0,
OI0002327,ORD000485,P0012,2,3.2,0.0,6.4,0.0,
OI0002328,ORD000485,P0011,4,1.85,0.0,7.4,0.0,
OI0002329,ORD000485,P0045,2,3.0,0.0,6.0,1.2,
OI0002330,ORD000485,P0017,1,1.3,0.0,1.3,0.0,
OI0002331,ORD000486,P0035,1,0.95,0.0,0.95,0.0,
OI0002332,ORD000486,P0013,1,3.8,0.0,3.8,0.0,
OI0002333,ORD000486,P0056,1,1.8,0.0,1.8,0.36,
OI0002334,ORD000486,P0051,2,2.1,0.0,4.2,0.84,
OI0002335,ORD000486,P0020,1,2.6,0.0,2.6,0.0,
OI0002336,ORD000486,P0057,1,6.5,0.0,6.5,1.3,
OI0002337,ORD000486,P0022,2,2.75,0.0,5.5,0.0,
OI0002338,ORD000486,P0045,1,3.0,0.0,3.0,0.6,
OI0002339,ORD000486,P0050,2,1.5,0.0,3.0,0.6,
OI0002340,ORD000486,P0004,5,1.1,0.0,5.5,0.0,
OI0002341,ORD000486,P0031,1,2.6,0.0,2.6,0.0,
OI0002342,ORD000487,P0040,2,3.0,0.0,6.0,0.0,
OI0002343,ORD000487,P0044,1,1.1,0.0,1.1,0.0,
OI0002344,ORD000487,P0048,1,4.8,0.0,4.8,0.96,
OI0002345,ORD000487,P0036,3,2.2,0.0,6.6,0.0,
OI0002346,ORD000488,P0058,1,5.2,0.0,5.2,1.04,
OI0002347,ORD000488,P0043,2,1.2,0.0,2.4,0.0,
OI0002348,ORD000488,P0064,5,1.5,0.0,7.5,1.5,
OI0002349,ORD000488,P0044,3,1.1,0.0,3.3,0.0,
OI0002350,ORD000488,P0054,1,1.7,0.0,1.7,0.34,
OI0002351,ORD000488,P0019,3,3.2,0.0,9.6,0.0,
OI0002352,ORD000488,P0052,1,0.9,0.0,0.9,0.18,
OI0002353,ORD000488,P0050,4,1.5,0.0,6.0,1.2,
OI0002354,ORD000489,P0045,5,3.0,0.0,15.0,3.0,
OI0002355,ORD000489,P0016,2,2.0,0.0,4.0,0.0,
OI0002356,ORD000489,P0051,1,2.1,0.0,2.1,0.42,
OI0002357,ORD000489,P0031,1,2.6,0.0,2.6,0.0,
OI0002358,ORD000489,P0004,1,1.1,0.0,1.1,0.0,
OI0002359,ORD000489,P0065,1,2.0,0.0,2.0,0.4,
OI0002360,ORD000489,P0028,1,2.3,0.0,2.3,0.0,
OI0002361,ORD000489,P0041,2,2.4,0.48,4.32,0.0,PROMO001
OI0002362,ORD000489,P0021,1,1.9,0.0,1.9,0.0,
OI0002363,ORD000490,P0036,1,2.2,0.0,2.2,0.0,
OI0002364,ORD000490,P0050,1,1.5,0.12,1.38,0.28,PROMO006
OI0002365,ORD000490,P0024,1,6.2,0.0,6.2,0.0,
OI0002366,ORD000490,P0014,1,2.2,0.0,2.2,0.0,
OI0002367,ORD000490,P0047,3,1.85,0.0,5.55,1.11,
OI0002368,ORD000490,P0017,1,1.3,0.0,1.3,0.0,
OI0002369,ORD000491,P0038,2,0.85,0.0,1.7,0.0,
OI0002370,ORD000491,P0060,6,2.2,0.0,13.2,2.64,
OI0002371,ORD000491,P0013,1,3.8,0.0,3.8,0.0,
OI0002372,ORD000491,P0004,1,1.1,0.0,1.1,0.0,
OI0002373,ORD000491,P0021,3,1.9,0.0,5.7,0.0,
OI0002374,ORD000492,P0053,2,1.2,0.0,2.4,0.48,
OI0002375,ORD000492,P0006,2,1.5,0.0,3.0,0.0,
OI0002376,ORD000492,P0035,2,0.95,0.0,1.9,0.0,
OI0002377,ORD000493,P0050,4,1.5,0.0,6.0,1.2,
OI0002378,ORD000493,P0010,2,1.1,0.0,2.2,0.0,
OI0002379,ORD000493,P0061,3,2.6,0.0,7.8,1.56,
OI0002380,ORD000493,P0042,1,2.0,0.0,2.0,0.0,
OI0002381,ORD000493,P0056,2,1.8,0.0,3.6,0.72,
OI0002382,ORD000493,P0026,1,7.2,0.0,7.2,0.0,
OI0002383,ORD000493,P0025,1,4.8,0.48,4.32,0.0,PROMO004
OI0002384,ORD000493,P0063,4,1.8,0.0,7.2,1.44,
OI0002385,ORD000493,P0028,1,2.3,0.0,2.3,0.0,
OI0002386,ORD000494,P0028,1,2.3,0.0,2.3,0.0,
OI0002387,ORD000495,P0024,5,6.2,0.0,31.0,0.0,
OI0002388,ORD000495,P0028,3,2.3,0.0,6.9,0.0,
OI0002389,ORD000495,P0032,6,3.5,0.0,21.0,0.0,
OI0002390,ORD000495,P0040,2,3.0,0.0,6.0,0.0,
OI0002391,ORD000495,P0019,5,3.2,0.0,16.0,0.0,
OI0002392,ORD000496,P0051,1,2.1,0.0,2.1,0.42,
OI0002393,ORD000496,P0036,1,2.2,0.0,2.2,0.0,
OI0002394,ORD000496,P0010,2,1.1,0.0,2.2,0.0,
OI0002395,ORD000496,P0020,2,2.6,0.0,5.2,0.0,
OI0002396,ORD000496,P0019,1,3.2,0.0,3.2,0.0,
OI0002397,ORD000496,P0052,2,0.9,0.0,1.8,0.36,
OI0002398,ORD000496,P0048,2,4.8,0.0,9.6,1.92,
OI0002399,ORD000496,P0063,3,1.8,0.0,5.4,1.08,
OI0002400,ORD000496,P0066,3,2.6,0.0,7.8,1.56,
OI0002401,ORD000497,P0057,3,6.5,0.0,19.5,3.9,
OI0002402,ORD000497,P0052,1,0.9,0.0,0.9,0.18,
OI0002403,ORD000497,P0038,3,0.85,0.0,2.55,0.0,
OI0002404,ORD000497,P0018,2,1.2,0.0,2.4,0.0,
OI0002405,ORD000497,P0054,4,1.7,0.0,6.8,1.36,
OI0002406,ORD000497,P0062,4,3.2,0.0,12.8,2.56,
OI0002407,ORD000497,P0034,1,1.8,0.0,1.8,0.0,
OI0002408,ORD000497,P0016,3,2.0,0.0,6.0,0.0,
OI0002409,ORD000498,P0023,1,1.6,0.0,1.6,0.0,
OI0002410,ORD000498,P0065,3,2.0,0.0,6.0,1.2,
OI0002411,ORD000498,P0030,2,1.7,0.0,3.4,0.0,
OI0002412,ORD000498,P0005,4,2.0,0.0,8.0,0.0,
OI0002413,ORD000498,P0044,3,1.1,0.0,3.3,0.0,
OI0002414,ORD000498,P0037,3,0.75,0.0,2.25,0.0,
OI0002415,ORD000498,P0019,1,3.2,0.0,3.2,0.0,
OI0002416,ORD000499,P0007,1,0.95,0.14,0.81,0.0,PROMO002
OI0002417,ORD000499,P0020,1,2.6,0.0,2.6,0.0,
OI0002418,ORD000499,P0025,3,4.8,0.0,14.4,0.0,
OI0002419,ORD000499,P0044,2,1.1,0.0,2.2,0.0,
OI0002420,ORD000500,P0051,1,2.1,0.0,2.1,0.42,
OI0002421,ORD000500,P0026,3,7.2,0.0,21.6,0.0,
OI0002422,ORD000500,P0044,1,1.1,0.0,1.1,0.0,
OI0002423,ORD000500,P0043,2,1.2,0.0,2.4,0.0,
OI0002424,ORD000500,P0017,3,1.3,0.0,3.9,0.0,
OI0002425,ORD000501,P0065,1,2.0,0.0,2.0,0.4,
OI0002426,ORD000501,P0022,3,2.75,0.0,8.25,0.0,
OI0002427,ORD000501,P0048,2,4.8,0.0,9.6,1.92,
OI0002428,ORD000501,P0043,2,1.2,0.24,2.16,0.0,PROMO001
OI0002429,ORD000501,P0039,4,5.5,2.2,19.8,0.0,PROMO001
OI0002430,ORD000501,P0019,5,3.2,0.0,16.0,0.0,
OI0002431,ORD000502,P0064,1,1.5,0.0,1.5,0.3,
OI0002432,ORD000502,P0055,1,3.2,0.0,3.2,0.64,
OI0002433,ORD000503,P0010,1,1.1,0.0,1.1,0.0,
OI0002434,ORD000503,P0015,1,2.4,0.0,2.4,0.0,
OI0002435,ORD000503,P0051,1,2.1,0.0,2.1,0.42,
OI0002436,ORD000503,P0031,1,2.6,0.0,2.6,0.0,
OI0002437,ORD000503,P0004,1,1.1,0.0,1.1,0.0,
OI0002438,ORD000504,P0051,1,2.1,0.0,2.1,0.42,
OI0002439,ORD000504,P0037,3,0.75,0.0,2.25,0.0,
OI0002440,ORD000504,P0038,1,0.85,0.0,0.85,0.0,
OI0002441,ORD000504,P0040,1,3.0,0.0,3.0,0.0,
OI0002442,ORD000504,P0012,3,3.2,0.0,9.6,0.0,
OI0002443,ORD000504,P0014,2,2.2,0.0,4.4,0.0,
OI0002444,ORD000504,P0039,1,5.5,0.0,5.5,0.0,
OI0002445,ORD000504,P0061,3,2.6,0.0,7.8,1.56,
OI0002446,ORD000504,P0054,1,1.7,0.0,1.7,0.34,
OI0002447,ORD000505,P0032,2,3.5,0.0,7.0,0.0,
OI0002448,ORD000505,P0041,1,2.4,0.0,2.4,0.0,
OI0002449,ORD000505,P0029,2,6.0,0.0,12.0,0.0,
OI0002450,ORD000505,P0066,1,2.6,0.0,2.6,0.52,
OI0002451,ORD000505,P0045,5,3.0,0.0,15.0,3.0,
OI0002452,ORD000505,P0004,4,1.1,0.0,4.4,0.0,
OI0002453,ORD000505,P0007,1,0.95,0.0,0.95,0.0,
OI0002454,ORD000506,P0045,1,3.0,0.0,3.0,0.6,
OI0002455,ORD000506,P0062,3,3.2,0.0,9.6,1.92,
OI0002456,ORD000507,P0058,1,5.2,0.0,5.2,1.04,
OI0002457,ORD000507,P0010,1,1.1,0.0,1.1,0.0,
OI0002458,ORD000507,P0062,1,3.2,0.0,3.2,0.64,
OI0002459,ORD000507,P0050,1,1.5,0.0,1.5,0.3,
OI0002460,ORD000508,P0041,3,2.4,0.0,7.2,0.0,
OI0002461,ORD000509,P0055,1,3.2,0.0,3.2,0.64,
OI0002462,ORD000509,P0056,4,1.8,0.0,7.2,1.44,
OI0002463,ORD000509,P0020,2,2.6,0.0,5.2,0.0,
OI0002464,ORD000509,P0016,1,2.0,0.0,2.0,0.0,
OI0002465,ORD000509,P0062,1,3.2,0.0,3.2,0.64,
OI0002466,ORD000510,P0039,1,5.5,0.0,5.5,0.0,
OI0002467,ORD000510,P0035,1,0.95,0.0,0.95,0.0,
OI0002468,ORD000510,P0010,3,1.1,0.49,2.81,0.0,PROMO002
OI0002469,ORD000510,P0013,1,3.8,0.0,3.8,0.0,
OI0002470,ORD000510,P0048,1,4.8,0.0,4.8,0.96,
OI0002471,ORD000511,P0035,3,0.95,0.0,2.85,0.0,
OI0002472,ORD000511,P0048,2,4.8,0.0,9.6,1.92,
OI0002473,ORD000511,P0025,3,4.8,0.0,14.4,0.0,
OI0002474,ORD000511,P0018,2,1.2,0.0,2.4,0.0,
OI0002475,ORD000512,P0048,1,4.8,0.0,4.8,0.96,
OI0002476,ORD000512,P0007,3,0.95,0.0,2.85,0.0,
OI0002477,ORD000512,P0025,3,4.8,0.0,14.4,0.0,
OI0002478,ORD000512,P0029,1,6.0,0.0,6.0,0.0,
OI0002479,ORD000512,P0021,3,1.9,0.0,5.7,0.0,
OI0002480,ORD000513,P0022,2,2.75,0.0,5.5,0.0,
OI0002481,ORD000513,P0038,3,0.85,0.0,2.55,0.0,
OI0002482,ORD000513,P0058,1,5.2,0.0,5.2,1.04,
OI0002483,ORD000513,P0037,2,0.75,0.0,1.5,0.0,
OI0002484,ORD000513,P0036,2,2.2,0.0,4.4,0.0,
OI0002485,ORD000513,P0063,1,1.8,0.0,1.8,0.36,
OI0002486,ORD000514,P0022,2,2.75,0.0,5.5,0.0,
OI0002487,ORD000514,P0023,4,1.6,0.0,6.4,0.0,
OI0002488,ORD000514,P0053,1,1.2,0.0,1.2,0.24,
OI0002489,ORD000514,P0028,1,2.3,0.23,2.07,0.0,PROMO004
