order_id,order_datetime,store_id,customer_id,order_channel,payment_method,order_status,subtotal,discount_total,vat_total,delivery_fee,total_amount
ORD003001,2025-01-22 10:19:28,ST005,CUST00268,In-store,Card,Completed,58.9,0.3,11.18,0.0,69.78
ORD003002,2025-03-25 04:29:49,ST008,,Click & Collect,Mobile Wallet,Completed,25.9,0.0,0.0,0.0,25.9
ORD003003,2025-04-25 01:15:18,ST007,CUST00278,Click & Collect,Card,Completed,25.0,0.0,0.8,0.0,25.8
ORD003004,2025-08-05 13:29:11,ST003,CUST00430,In-store,Card,Completed,0.75,0.0,0.0,0.0,0.75
ORD003005,2025-11-07 13:21:53,ST008,CUST00565,In-store,Card,Completed,48.7,0.0,5.3,0.0,54.0
ORD003006,2025-03-28 23:47:45,ST002,CUST00378,Online,Card,Completed,10.4,0.0,0.0,3.49,13.89
ORD003007,2025-09-04 07:34:38,ST004,CUST00039,Online,Mobile Wallet,Completed,45.8,0.0,2.64,0.0,48.44
ORD003008,2025-08-19 23:08:08,ST004,,Click & Collect,Card,Completed,5.0,0.0,0.0,0.0,5.0
ORD003009,2025-10-10 07:22:25,ST002,CUST00455,Click & Collect,Card,Completed,17.3,0.0,0.0,0.0,17.3
ORD003010,2025-07-27 06:18:39,ST001,,In-store,Card,Completed,12.0,0.0,0.0,0.0,12.0
ORD003011,2025-07-17 04:10:20,ST005,CUST00230,Online,Cash,Completed,32.95,0.96,1.26,3.49,36.74
ORD003012,2025-10-26 04:57:27,ST006,,In-store,Card,Cancelled,16.9,0.0,1.28,0.0,0.0
ORD003013,2025-02-04 18:19:41,ST008,CUST00143,In-store,Card,Completed,13.2,0.0,0.72,0.0,13.92
ORD003014,2025-02-10 00:38:16,ST006,,In-store,Card,Completed,11.1,0.0,2.22,0.0,13.32
ORD003015,2025-06-12 02:31:14,ST003,CUST00181,Click & Collect,Card,Completed,28.65,0.0,2.1,0.0,30.75
ORD003016,2025-01-28 17:36:00,ST003,CUST00508,In-store,Card,Completed,128.0,0.0,16.16,0.0,144.16
ORD003017,2025-12-07 14:01:51,ST007,CUST00512,In-store,Card,Completed,26.6,0.0,0.0,0.0,26.6
ORD003018,2025-12-13 05:29:29,ST002,CUST00227,Online,Card,Completed,10.4,0.0,2.08,3.49,15.97
ORD003019,2025-04-13 22:24:25,ST006,CUST00191,In-store,Card,Completed,7.8,0.0,0.0,0.0,7.8
ORD003020,2025-12-13 10:50:54,ST007,,Online,Cash,Completed,22.4,1.54,3.53,3.49,27.89
ORD003021,2025-06-09 04:25:32,ST004,CUST00399,In-store,Card,Completed,29.4,0.0,2.44,0.0,31.84
ORD003022,2025-07-30 10:17:14,ST001,CUST00681,In-store,Mobile Wallet,Completed,17.15,0.46,0.0,0.0,16.69
ORD003023,2025-05-22 15:48:39,ST002,,In-store,Cash,Completed,27.55,0.0,4.01,0.0,31.56
ORD003024,2025-12-16 15:06:58,ST007,CUST00051,In-store,Card,Completed,0.9,0.0,0.18,0.0,1.08
ORD003025,2025-07-15 05:44:55,ST007,CUST00096,In-store,Cash,Completed,9.0,0.0,1.8,0.0,10.8
ORD003026,2025-05-19 03:32:33,ST003,CUST00652,In-store,Mobile Wallet,Completed,50.8,0.0,4.18,0.0,54.98
ORD003027,2025-08-09 06:13:27,ST005,CUST00130,In-store,Cash,Completed,8.3,0.0,0.66,0.0,8.96
ORD003028,2025-06-30 01:04:34,ST008,,In-store,Card,Completed,25.7,0.0,2.52,0.0,28.22
ORD003029,2025-07-01 14:25:36,ST005,CUST00295,In-store,Gift Card,Completed,73.65,0.0,10.16,0.0,83.81
ORD003030,2025-08-23 06:22:32,ST003,CUST00594,In-store,Card,Completed,3.0,0.0,0.6,0.0,3.6
ORD003031,2025-03-15 08:02:41,ST005,CUST00748,In-store,Mobile Wallet,Refunded,24.9,0.0,1.78,0.0,26.68
ORD003032,2025-06-13 19:43:55,ST003,CUST00741,In-store,Card,Completed,38.3,0.0,1.08,0.0,39.38
ORD003033,2025-08-10 14:34:08,ST005,,Online,Card,Completed,3.3,0.0,0.18,3.49,6.97
ORD003034,2025-01-29 22:22:22,ST002,CUST00274,Online,Card,Completed,14.65,0.0,2.09,3.49,20.23
ORD003035,2025-02-17 01:06:06,ST006,CUST00545,Click & Collect,Cash,Completed,19.8,0.0,0.96,0.0,20.76
ORD003036,2025-07-22 22:04:09,ST008,,In-store,Card,Completed,13.8,0.0,1.02,0.0,14.82
ORD003037,2025-07-02 22:33:58,ST005,,In-store,Card,Completed,37.55,0.0,5.17,0.0,42.72
ORD003038,2025-04-09 02:01:10,ST001,,Click & Collect,Mobile Wallet,Completed,15.0,0.0,1.28,0.0,16.28
ORD003039,2025-09-21 02:28:59,ST003,CUST00653,Online,Mobile Wallet,Completed,47.1,0.3,2.6,0.0,49.4
ORD003040,2025-09-16 04:30:25,ST006,,In-store,Cash,Completed,20.35,0.0,0.0,0.0,20.35
ORD003041,2025-05-14 20:00:24,ST008,,In-store,Mobile Wallet,Completed,5.7,0.0,1.14,0.0,6.84
ORD003042,2025-01-13 21:51:41,ST008,,In-store,Gift Card,Completed,6.6,0.0,0.0,0.0,6.6
ORD003043,2025-11-28 15:30:08,ST003,CUST00684,In-store,Cash,Completed,13.4,0.0,1.12,0.0,14.52
ORD003044,2025-03-16 18:43:03,ST007,CUST00628,In-store,Mobile Wallet,Completed,39.6,0.0,4.32,0.0,43.92
ORD003045,2025-04-06 09:17:01,ST007,,In-store,Mobile Wallet,Completed,28.65,0.99,0.0,0.0,27.66
ORD003046,2025-02-18 04:27:28,ST007,CUST00241,Online,Card,Completed,1.9,0.0,0.38,3.49,5.77
ORD003047,2025-02-23 14:30:43,ST004,CUST00288,In-store,Card,Completed,14.05,0.0,1.41,0.0,15.46
ORD003048,2025-09-25 12:05:42,ST002,,In-store,Card,Completed,22.85,0.0,0.37,0.0,23.22
ORD003049,2025-02-03 23:44:07,ST004,,Online,Card,Completed,31.7,0.3,0.3,3.49,35.19
ORD003050,2025-05-13 14:01:24,ST001,,Online,Card,Completed,20.55,0.0,0.0,3.49,24.04
ORD003051,2025-12-06 22:14:28,ST006,CUST00269,In-store,Card,Completed,9.2,0.0,0.0,0.0,9.2
ORD003052,2025-07-19 03:49:35,ST006,CUST00254,Online,Card,Completed,22.4,0.6,1.56,3.49,26.85
ORD003053,2025-08-04 13:03:40,ST006,CUST00447,In-store,Gift Card,Completed,15.95,0.0,0.3,0.0,16.25
ORD003054,2025-02-20 19:14:29,ST006,CUST00015,In-store,Card,Completed,17.4,0.0,1.4,0.0,18.8
ORD003055,2025-08-24 06:57:12,ST004,CUST00084,Online,Card,Completed,3.2,0.0,0.0,3.49,6.69
ORD003056,2025-10-17 03:13:07,ST002,CUST00472,In-store,Cash,Completed,36.8,0.0,0.42,0.0,37.22
ORD003057,2025-09-29 03:15:15,ST001,CUST00134,In-store,Card,Completed,17.9,0.3,0.18,0.0,17.78
ORD003058,2025-11-23 10:53:46,ST006,CUST00034,Online,Mobile Wallet,Completed,32.75,0.0,0.3,3.49,36.54
ORD003059,2025-12-13 14:33:00,ST001,CUST00223,In-store,Mobile Wallet,Completed,10.35,0.0,0.52,0.0,10.87
ORD003060,2025-12-28 03:43:43,ST004,CUST00498,In-store,Cash,Completed,52.7,0.0,6.54,0.0,59.24
ORD003061,2025-07-29 04:44:45,ST004,,In-store,Card,Completed,13.55,0.0,0.76,0.0,14.31
ORD003062,2025-03-02 05:55:09,ST006,CUST00327,In-store,Card,Completed,57.9,0.0,0.0,0.0,57.9
ORD003063,2025-05-02 11:28:17,ST004,CUST00694,In-store,Mobile Wallet,Completed,26.2,0.0,1.38,0.0,27.58
ORD003064,2025-02-09 07:11:21,ST003,CUST00335,In-store,Card,Completed,3.2,0.0,0.64,0.0,3.84
ORD003065,2025-09-11 14:26:31,ST006,CUST00743,In-store,Card,Completed,20.7,0.0,1.3,0.0,22.0
ORD003066,2025-07-15 02:01:40,ST002,CUST00759,In-store,Mobile Wallet,Completed,33.8,0.23,2.44,0.0,36.01
ORD003067,2025-09-26 04:57:51,ST005,CUST00762,In-store,Gift Card,Completed,12.75,0.0,0.37,0.0,13.12
ORD003068,2025-06-09 09:06:52,ST002,CUST00164,In-store,Card,Completed,21.8,0.0,2.6,0.0,24.4
ORD003069,2025-08-04 13:13:43,ST006,,In-store,Card,Completed,15.5,0.0,1.66,0.0,17.16
ORD003070,2025-10-28 03:54:02,ST005,CUST00500,In-store,Card,Completed,11.7,0.0,0.48,0.0,12.18
ORD003071,2025-09-11 03:02:46,ST003,CUST00607,In-store,Card,Completed,23.2,0.0,1.8,0.0,25.0
ORD003072,2025-04-12 16:29:13,ST007,,In-store,Mobile Wallet,Completed,21.7,0.0,1.34,0.0,23.04
ORD003073,2025-05-29 04:33:43,ST004,CUST00142,Click & Collect,Card,Completed,38.15,0.0,0.0,0.0,38.15
ORD003074,2025-10-29 16:25:22,ST004,CUST00404,In-store,Card,Completed,24.6,0.0,1.34,0.0,25.94
ORD003075,2025-07-03 21:19:51,ST007,,In-store,Mobile Wallet,Completed,21.0,1.44,0.0,0.0,19.56
ORD003076,2025-01-01 23:09:31,ST003,CUST00147,Click & Collect,Card,Completed,29.2,0.6,4.64,0.0,33.24
ORD003077,2025-02-18 20:58:53,ST008,,In-store,Card,Completed,14.1,0.0,1.86,0.0,15.96
ORD003078,2025-04-03 17:57:17,ST006,CUST00658,In-store,Card,Completed,49.8,0.0,9.96,0.0,59.76
ORD003079,2025-04-08 05:57:24,ST006,CUST00465,In-store,Card,Completed,47.55,0.0,3.68,0.0,51.23
ORD003080,2025-11-01 14:51:56,ST006,,In-store,Mobile Wallet,Cancelled,34.2,0.0,4.6,0.0,0.0
ORD003081,2025-11-23 22:41:11,ST007,CUST00227,In-store,Cash,Completed,35.1,0.0,4.46,0.0,39.56
ORD003082,2025-11-17 14:35:40,ST002,CUST00401,Online,Gift Card,Completed,13.9,0.0,0.64,3.49,18.03
ORD003083,2025-03-01 14:40:32,ST005,CUST00028,Online,Card,Refunded,14.95,0.0,0.36,3.49,18.8
ORD003084,2025-10-15 18:39:05,ST006,CUST00788,In-store,Card,Completed,18.0,0.0,0.54,0.0,18.54
ORD003085,2025-10-12 16:54:51,ST008,CUST00302,In-store,Card,Completed,37.8,0.0,0.8,0.0,38.6
ORD003086,2025-12-26 08:15:20,ST001,CUST00100,In-store,Cash,Completed,25.2,0.0,1.76,0.0,26.96
ORD003087,2025-07-13 14:39:30,ST007,CUST00669,In-store,Card,Refunded,22.6,0.0,2.73,0.0,25.33
ORD003088,2025-03-10 21:21:24,ST004,CUST00629,In-store,Card,Completed,10.5,0.0,0.44,0.0,10.94
ORD003089,2025-06-28 19:45:43,ST005,CUST00723,Online,Mobile Wallet,Completed,15.45,0.72,0.64,3.49,18.86
ORD003090,2025-02-24 14:24:24,ST008,CUST00317,In-store,Card,Completed,34.5,2.7,0.0,0.0,31.8
ORD003091,2025-08-13 01:08:26,ST002,CUST00192,In-store,Card,Completed,6.0,0.6,0.0,0.0,5.4
ORD003092,2025-08-21 08:11:25,ST001,CUST00790,In-store,Card,Completed,35.4,0.69,2.34,0.0,37.05
ORD003093,2025-10-26 04:45:19,ST003,CUST00628,In-store,Mobile Wallet,Completed,18.95,0.0,1.88,0.0,20.83
ORD003094,2025-09-18 09:08:00,ST004,CUST00345,Online,Card,Completed,26.2,0.3,4.02,3.49,33.41
ORD003095,2025-09-01 01:31:03,ST008,CUST00139,In-store,Card,Completed,15.0,0.3,2.22,0.0,16.92
ORD003096,2025-05-14 10:42:41,ST003,,In-store,Card,Completed,29.1,0.0,3.24,0.0,32.34
ORD003097,2025-03-23 14:24:42,ST005,CUST00450,In-store,Cash,Completed,20.95,0.0,2.24,0.0,23.19
ORD003098,2025-08-12 20:07:33,ST006,CUST00270,In-store,Card,Completed,15.7,0.0,2.22,0.0,17.92
ORD003099,2025-08-30 10:42:51,ST003,,In-store,Cash,Completed,23.8,1.44,0.0,0.0,22.36
ORD003100,2025-03-08 02:41:43,ST001,,Click & Collect,Card,Completed,37.1,0.0,4.72,0.0,41.82
ORD003101,2025-02-28 10:53:15,ST004,,Online,Card,Completed,35.6,0.33,1.5,3.49,40.26
ORD003102,2025-10-09 03:16:19,ST006,,In-store,Card,Completed,22.3,0.0,0.9,0.0,23.2
ORD003103,2025-11-22 20:29:53,ST005,CUST00051,In-store,Card,Cancelled,77.7,0.0,7.68,0.0,0.0
ORD003104,2025-05-28 17:49:56,ST008,CUST00584,In-store,Cash,Completed,36.85,0.0,3.22,0.0,40.07
ORD003105,2025-10-22 09:13:43,ST008,,In-store,Card,Completed,7.7,0.0,1.54,0.0,9.24
ORD003106,2025-11-30 16:59:56,ST005,CUST00091,Online,Mobile Wallet,Completed,6.2,0.0,0.8,3.49,10.49
ORD003107,2025-09-14 04:16:52,ST008,CUST00289,In-store,Card,Completed,25.9,0.3,1.48,0.0,27.08
ORD003108,2025-02-24 02:50:42,ST008,CUST00687,In-store,Card,Completed,18.9,0.0,0.64,0.0,19.54
ORD003109,2025-12-18 20:21:28,ST005,CUST00033,In-store,Card,Completed,29.2,0.0,0.52,0.0,29.72
ORD003110,2025-05-24 09:13:09,ST008,CUST00741,In-store,Card,Completed,18.35,0.0,0.36,0.0,18.71
ORD003111,2025-11-07 03:20:56,ST004,CUST00696,In-store,Card,Refunded,1.1,0.0,0.0,0.0,1.1
ORD003112,2025-10-12 10:43:49,ST005,,Online,Card,Completed,27.4,0.0,2.72,3.49,33.61
ORD003113,2025-04-16 19:02:55,ST006,,In-store,Card,Completed,23.5,0.0,1.44,0.0,24.94
ORD003114,2025-05-28 21:20:45,ST005,,In-store,Card,Completed,16.4,0.0,1.56,0.0,17.96
ORD003115,2025-12-01 15:54:01,ST008,,In-store,Mobile Wallet,Completed,4.8,0.0,0.0,0.0,4.8
ORD003116,2025-04-05 08:22:13,ST006,CUST00651,Click & Collect,Card,Completed,36.5,0.0,2.06,0.0,38.56
ORD003117,2025-05-29 20:48:13,ST007,CUST00362,In-store,Card,Completed,17.55,0.0,0.6,0.0,18.15
ORD003118,2025-08-24 18:31:28,ST007,CUST00589,Click & Collect,Cash,Completed,19.25,0.0,1.93,0.0,21.18
ORD003119,2025-06-21 00:23:08,ST006,CUST00768,In-store,Card,Completed,20.45,0.0,1.86,0.0,22.31
ORD003120,2025-10-04 10:59:16,ST008,,In-store,Card,Completed,18.0,0.0,0.52,0.0,18.52
ORD003121,2025-12-09 05:51:55,ST007,CUST00504,In-store,Card,Completed,12.85,0.96,2.21,0.0,14.1
ORD003122,2025-08-31 08:25:11,ST008,CUST00046,In-store,Card,Completed,6.3,0.46,0.0,0.0,5.84
ORD003123,2025-07-29 00:46:08,ST003,CUST00113,In-store,Card,Completed,3.6,0.0,0.34,0.0,3.94
ORD003124,2025-09-27 21:36:59,ST005,CUST00207,Click & Collect,Card,Completed,25.2,0.3,0.58,0.0,25.48
ORD003125,2025-10-30 00:41:57,ST007,CUST00579,Online,Card,Completed,19.5,0.0,0.71,3.49,23.7
ORD003126,2025-08-05 02:14:13,ST001,CUST00150,In-store,Cash,Completed,25.55,0.0,0.37,0.0,25.92
ORD003127,2025-08-06 21:16:11,ST005,CUST00259,Click & Collect,Card,Completed,13.1,0.0,0.86,0.0,13.96
ORD003128,2025-04-24 17:23:41,ST002,CUST00061,In-store,Card,Completed,19.4,0.0,1.57,0.0,20.97
ORD003129,2025-12-05 11:41:52,ST002,,Online,Gift Card,Completed,11.9,0.0,2.38,3.49,17.77
ORD003130,2025-12-23 06:21:51,ST003,CUST00621,In-store,Card,Completed,65.05,2.55,6.58,0.0,69.08
ORD003131,2025-03-31 00:22:24,ST005,CUST00788,Click & Collect,Cash,Completed,4.0,0.0,0.0,0.0,4.0
ORD003132,2025-08-02 08:46:36,ST002,CUST00636,In-store,Card,Completed,4.0,0.0,0.0,0.0,4.0
ORD003133,2025-12-26 11:41:49,ST007,CUST00473,In-store,Card,Completed,41.55,0.0,4.04,0.0,45.59
ORD003134,2025-11-17 12:39:33,ST007,CUST00312,Online,Cash,Completed,7.6,0.0,0.0,3.49,11.09
ORD003135,2025-11-27 19:17:25,ST007,CUST00705,In-store,Card,Completed,25.0,0.0,1.66,0.0,26.66
ORD003136,2025-05-31 10:25:37,ST002,CUST00661,In-store,Card,Completed,12.0,0.0,0.52,0.0,12.52
ORD003137,2025-07-10 23:51:05,ST001,CUST00018,In-store,Cash,Completed,15.7,0.0,1.2,0.0,16.9
ORD003138,2025-09-13 18:08:40,ST005,,In-store,Cash,Completed,21.0,0.0,0.4,0.0,21.4
ORD003139,2025-06-09 12:31:00,ST001,CUST00333,Click & Collect,Card,Completed,21.0,0.0,3.24,0.0,24.24
ORD003140,2025-02-20 07:45:47,ST003,,In-store,Card,Completed,10.8,0.45,0.72,0.0,11.07
ORD003141,2025-11-01 09:25:36,ST007,,In-store,Cash,Completed,12.0,0.0,0.0,0.0,12.0
ORD003142,2025-02-21 10:08:53,ST002,CUST00655,Click & Collect,Card,Completed,8.7,0.28,0.36,0.0,8.77
ORD003143,2025-05-31 16:49:01,ST008,CUST00284,In-store,Mobile Wallet,Completed,14.6,0.0,2.92,0.0,17.52
ORD003144,2025-12-14 06:07:58,ST002,,In-store,Card,Completed,27.6,0.0,2.24,0.0,29.84
ORD003145,2025-09-29 03:46:49,ST008,,In-store,Cash,Completed,17.25,0.0,1.4,0.0,18.65
ORD003146,2025-03-26 06:56:20,ST007,,In-store,Card,Completed,46.25,0.0,0.37,0.0,46.62
ORD003147,2025-03-29 23:07:37,ST008,CUST00716,In-store,Card,Completed,28.4,0.0,2.14,0.0,30.54
ORD003148,2025-10-13 14:04:17,ST004,CUST00367,In-store,Mobile Wallet,Completed,31.3,0.0,2.28,0.0,33.58
ORD003149,2025-10-06 10:21:25,ST005,,In-store,Card,Completed,27.1,0.0,0.0,0.0,27.1
ORD003150,2025-02-10 11:40:22,ST004,CUST00402,In-store,Card,Completed,18.5,0.0,1.72,0.0,20.22
ORD003151,2025-02-09 18:29:40,ST002,CUST00101,In-store,Card,Completed,7.2,0.0,0.0,0.0,7.2
ORD003152,2025-06-19 21:39:36,ST001,CUST00065,In-store,Card,Completed,8.3,0.0,0.8,0.0,9.1
ORD003153,2025-11-18 22:03:18,ST007,CUST00632,In-store,Card,Completed,2.2,0.0,0.0,0.0,2.2
ORD003154,2025-11-27 02:33:29,ST002,,In-store,Cash,Completed,12.8,0.0,0.64,0.0,13.44
ORD003155,2025-02-17 06:17:23,ST006,CUST00537,In-store,Card,Completed,18.95,0.9,0.0,0.0,18.05
ORD003156,2025-05-08 00:37:58,ST002,CUST00292,Click & Collect,Card,Completed,16.0,0.0,1.12,0.0,17.12
ORD003157,2025-01-27 03:59:01,ST007,CUST00096,Online,Card,Completed,47.4,0.66,0.0,0.0,46.74
ORD003158,2025-04-15 10:22:54,ST005,CUST00234,In-store,Card,Completed,4.5,0.0,0.0,0.0,4.5
ORD003159,2025-02-11 22:39:27,ST003,,Online,Mobile Wallet,Completed,42.15,0.0,5.66,0.0,47.81
ORD003160,2025-03-16 00:23:35,ST001,CUST00057,In-store,Mobile Wallet,Completed,35.4,0.0,0.76,0.0,36.16
ORD003161,2025-01-18 22:26:34,ST003,CUST00770,Click & Collect,Mobile Wallet,Completed,9.9,0.17,1.64,0.0,11.37
ORD003162,2025-11-10 00:16:40,ST004,CUST00063,In-store,Mobile Wallet,Completed,5.3,0.0,0.38,0.0,5.68
ORD003163,2025-03-05 22:08:07,ST002,,In-store,Gift Card,Completed,36.8,0.0,2.92,0.0,39.72
ORD003164,2025-02-14 16:02:07,ST004,,Online,Card,Completed,48.2,0.0,3.24,0.0,51.44
ORD003165,2025-05-24 09:44:42,ST003,CUST00508,In-store,Card,Completed,40.3,0.0,2.56,0.0,42.86
ORD003166,2025-07-30 13:07:50,ST004,,In-store,Card,Completed,30.45,0.0,1.0,0.0,31.45
ORD003167,2025-12-31 04:39:33,ST001,CUST00100,Online,Card,Completed,62.9,0.0,5.38,0.0,68.28
ORD003168,2025-02-01 21:41:22,ST002,CUST00387,Online,Card,Completed,31.9,0.0,3.34,3.49,38.73
ORD003169,2025-12-24 22:56:39,ST006,CUST00760,In-store,Cash,Completed,52.0,0.0,0.24,0.0,52.24
ORD003170,2025-03-05 22:15:13,ST002,CUST00286,In-store,Card,Completed,19.7,0.0,0.0,0.0,19.7
ORD003171,2025-07-29 20:59:04,ST006,CUST00625,In-store,Cash,Completed,24.7,0.0,0.0,0.0,24.7
ORD003172,2025-12-21 23:57:41,ST001,,In-store,Card,Completed,37.4,0.0,2.98,0.0,40.38
ORD003173,2025-01-23 13:00:35,ST003,CUST00029,Online,Card,Completed,20.05,0.38,1.82,3.49,24.98
ORD003174,2025-12-25 13:30:58,ST005,CUST00751,In-store,Mobile Wallet,Completed,36.75,0.0,1.28,0.0,38.03
ORD003175,2025-02-27 22:34:31,ST001,CUST00028,In-store,Mobile Wallet,Completed,3.2,0.0,0.0,0.0,3.2
ORD003176,2025-05-15 23:06:13,ST004,CUST00056,In-store,Card,Completed,11.3,0.0,1.85,0.0,13.15
ORD003177,2025-08-07 07:29:57,ST004,,Online,Card,Completed,30.75,0.0,3.92,3.49,38.16
ORD003178,2025-08-27 20:45:50,ST004,CUST00329,In-store,Card,Completed,8.25,0.0,1.5,0.0,9.75
ORD003179,2025-07-29 08:43:44,ST002,CUST00016,In-store,Card,Completed,19.2,0.0,0.0,0.0,19.2
ORD003180,2025-06-20 07:57:18,ST006,CUST00277,Click & Collect,Mobile Wallet,Completed,25.45,0.0,2.85,0.0,28.3
ORD003181,2025-05-08 02:43:49,ST006,,In-store,Mobile Wallet,Completed,12.2,0.0,0.0,0.0,12.2
ORD003182,2025-09-11 06:34:38,ST003,,Online,Cash,Completed,4.4,0.0,0.88,3.49,8.77
ORD003183,2025-11-18 06:37:01,ST003,CUST00799,Online,Card,Completed,28.75,0.0,2.29,3.49,34.53
ORD003184,2025-06-09 21:47:28,ST007,CUST00174,In-store,Card,Completed,4.0,0.0,0.8,0.0,4.8
ORD003185,2025-02-18 12:34:18,ST005,CUST00719,Online,Cash,Completed,30.45,0.89,0.96,3.49,34.02
ORD003186,2025-12-15 05:42:41,ST005,CUST00651,In-store,Cash,Completed,48.8,0.0,5.52,0.0,54.32
ORD003187,2025-12-16 01:05:45,ST001,CUST00676,Online,Card,Completed,47.1,0.36,5.95,0.0,52.69
ORD003188,2025-01-22 09:16:36,ST005,CUST00332,In-store,Card,Completed,44.1,0.0,3.16,0.0,47.26
ORD003189,2025-11-14 11:47:30,ST001,,Online,Card,Completed,27.75,0.0,2.16,3.49,33.4
ORD003190,2025-11-29 15:01:38,ST003,CUST00389,Click & Collect,Card,Completed,38.45,0.0,0.36,0.0,38.81
ORD003191,2025-01-09 22:08:33,ST001,CUST00361,Online,Card,Refunded,0.95,0.0,0.0,3.49,4.44
ORD003192,2025-07-03 16:02:55,ST003,CUST00593,In-store,Card,Completed,28.3,0.6,1.3,0.0,29.0
ORD003193,2025-01-20 00:37:14,ST003,CUST00271,In-store,Card,Cancelled,25.0,0.0,2.36,0.0,0.0
ORD003194,2025-05-23 15:06:26,ST004,CUST00522,In-store,Card,Completed,29.5,0.0,3.66,0.0,33.16
ORD003195,2025-06-26 15:10:20,ST005,CUST00358,In-store,Cash,Completed,32.2,0.0,2.16,0.0,34.36
ORD003196,2025-05-16 11:40:19,ST003,CUST00219,Click & Collect,Card,Completed,35.85,0.0,1.62,0.0,37.47
ORD003197,2025-03-24 19:46:45,ST002,CUST00553,In-store,Mobile Wallet,Completed,12.65,0.0,1.56,0.0,14.21
ORD003198,2025-03-18 06:39:28,ST005,CUST00103,In-store,Card,Completed,28.6,0.0,1.74,0.0,30.34
ORD003199,2025-01-23 17:06:56,ST002,CUST00529,In-store,Cash,Completed,4.8,0.0,0.96,0.0,5.76
ORD003200,2025-08-24 11:41:09,ST002,CUST00194,In-store,Card,Completed,18.9,0.48,0.0,0.0,18.42
ORD003201,2025-08-14 16:44:22,ST002,CUST00654,In-store,Card,Completed,15.1,0.0,0.0,0.0,15.1
ORD003202,2025-12-19 15:45:57,ST007,CUST00745,Online,Card,Cancelled,24.95,0.0,1.98,3.49,0.0
ORD003203,2025-06-30 21:06:17,ST006,,Click & Collect,Mobile Wallet,Completed,31.3,0.0,2.28,0.0,33.58
ORD003204,2025-08-26 19:48:39,ST006,CUST00773,In-store,Card,Completed,9.6,0.0,1.44,0.0,11.04
ORD003205,2025-07-09 18:33:08,ST001,CUST00150,In-store,Mobile Wallet,Completed,8.75,0.0,1.02,0.0,9.77
ORD003206,2025-10-28 06:57:09,ST001,CUST00532,In-store,Mobile Wallet,Completed,3.8,0.0,0.76,0.0,4.56
ORD003207,2025-12-11 22:27:30,ST005,,In-store,Card,Completed,28.0,0.24,1.91,0.0,29.67
ORD003208,2025-10-11 16:54:48,ST008,CUST00786,In-store,Card,Completed,23.15,0.0,1.42,0.0,24.57
ORD003209,2025-01-31 23:41:52,ST006,,In-store,Card,Completed,21.75,0.3,0.0,0.0,21.45
ORD003210,2025-05-01 02:32:26,ST007,CUST00075,In-store,Card,Completed,13.15,0.0,1.7,0.0,14.85
ORD003211,2025-12-28 22:00:51,ST004,CUST00200,In-store,Card,Completed,22.6,0.0,0.86,0.0,23.46
ORD003212,2025-08-18 00:13:41,ST007,CUST00270,In-store,Card,Completed,7.5,0.0,0.42,0.0,7.92
ORD003213,2025-06-29 12:26:01,ST008,CUST00354,Click & Collect,Card,Completed,25.2,0.0,0.36,0.0,25.56
ORD003214,2025-01-24 16:45:14,ST006,CUST00386,In-store,Card,Completed,40.45,0.09,0.36,0.0,40.72
ORD003215,2025-03-19 10:57:05,ST004,,In-store,Card,Completed,21.75,0.0,1.04,0.0,22.79
ORD003216,2025-09-21 05:13:15,ST001,CUST00173,In-store,Cash,Completed,5.65,0.0,0.0,0.0,5.65
ORD003217,2025-08-02 06:05:48,ST003,CUST00759,Online,Card,Completed,13.6,0.0,1.28,3.49,18.37
ORD003218,2025-04-01 23:23:31,ST004,CUST00157,Click & Collect,Cash,Completed,24.8,0.0,1.42,0.0,26.22
ORD003219,2025-04-27 19:18:13,ST005,,In-store,Mobile Wallet,Completed,15.35,0.0,1.87,0.0,17.22
ORD003220,2025-03-02 02:41:42,ST002,CUST00135,In-store,Mobile Wallet,Completed,16.65,0.0,1.2,0.0,17.85
ORD003221,2025-08-20 14:26:33,ST006,CUST00333,In-store,Card,Completed,22.45,0.0,0.0,0.0,22.45
ORD003222,2025-09-04 22:07:05,ST004,,In-store,Cash,Completed,17.65,0.0,2.72,0.0,20.37
ORD003223,2025-03-31 15:19:45,ST007,CUST00096,In-store,Cash,Completed,22.2,0.0,3.12,0.0,25.32
ORD003224,2025-03-04 11:24:55,ST007,CUST00462,In-store,Card,Completed,20.5,0.0,1.5,0.0,22.0
ORD003225,2025-08-29 11:08:08,ST003,CUST00351,In-store,Card,Completed,67.2,2.2,4.3,0.0,69.3
ORD003226,2025-01-12 09:05:06,ST002,CUST00631,In-store,Card,Completed,35.0,0.0,4.96,0.0,39.96
ORD003227,2025-03-02 09:17:56,ST002,CUST00167,In-store,Card,Completed,33.8,0.0,2.96,0.0,36.76
ORD003228,2025-06-14 06:50:54,ST005,,In-store,Card,Completed,49.2,0.83,6.98,0.0,55.35
ORD003229,2025-04-22 17:12:32,ST002,CUST00271,In-store,Card,Completed,37.35,0.0,1.2,0.0,38.55
ORD003230,2025-10-05 05:36:27,ST006,,In-store,Mobile Wallet,Completed,17.2,0.0,0.0,0.0,17.2
ORD003231,2025-08-07 06:51:39,ST006,,Online,Cash,Completed,12.3,0.0,0.0,3.49,15.79
ORD003232,2025-05-07 20:50:08,ST007,CUST00375,In-store,Card,Completed,15.2,0.0,0.0,0.0,15.2
